Track,Artist,Release Date,ISRC,All Time Rank,Spotify,YouTube,TikTok,Pandora,Soundcloud,Shazam
Vois sur ton chemin - Techno Mix,BENNETT,8/4/2023,DEA622301801,198,"361,517,395","37,192,341","35,999,853",,"5,166,756","4,372,188"
"yes, and?",Ariana Grande,1/12/2024,USUM72400048,199,"416,813,996","115,105,080","10,072,539","3,441,709","1,419,525","1,028,262"
Without Me,Halsey,10/4/2018,USUM71813499,200,"2,042,792,456","2,018,089,906","2,216,715,741","562,568,504","24,711,739","14,816,076"
meet the grahams,Kendrick Lamar,5/3/2024,USUG12400909,201,"65,520,394","36,834,647","7,700,000","1,062,564","1,683,570","185,009"
First Person Shooter (feat. J. Cole),Drake,10/6/2023,USUG12306071,202,"328,526,298","61,769,035","2,571,188","28,093,871","6,962,286","1,198,582"
Shallow,Lady Gaga,9/27/2018,USUM71813192,204,"2,447,973,078","2,732,311,956","168,789,459","387,105,091","1,196,386","153,863"
Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,"2,384,768,901","2,707,166,590","906,537,912","688,060,560",,"13,844,050"
Rush,Ayra Starr,9/16/2022,NGA3B2216004,205,"371,886,608","361,174,452","1,454,848,289","10,681,624","9,245,741","8,870,769"
abcdefu,GAYLE,8/13/2021,USAT22103652,206,"1,128,273,165","499,895,662","12,414,681,151","154,675,499",,"7,565,502"
Buga,Kizz Daniel,5/3/2022,USUYG1425645,208,"86,516,910","266,679,537","1,872,751,535","7,380,862",,"3,876,226"
Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,"1,087,938,471","147,472,695","2,783,442,788","13,639,179","26,683,563","4,118,983"
MONEY,LISA,9/10/2021,KRA402100099,210,"1,189,335,848","1,323,718,887","12,516,703,531","4,765,438",,"3,720,737"
Columbia,Quevedo,7/7/2023,BK4DA2310533,209,"721,002,940","266,411,536","752,868,970","260,176","120,842","1,148,958"
LADY GAGA,Peso Pluma,6/22/2023,QM7282306246,212,"684,204,777","362,779,953","1,207,597,707","21,933,646","5,928,532","1,567,605"
Woman,Doja Cat,6/25/2021,USRC12101532,211,"1,606,950,381","641,326,002","5,944,657,895","64,368,314",,"5,907,933"
CUFF IT,Beyoncï¿½,7/29/2022,USSM12206232,213,"795,960,535","176,996,169","11,215,597,325","41,249,326",,"3,861,203"
KING KONG,TREASURE,5/28/2024,KRA402400030,214,"8,078,265","44,927,750",,"6,554",,"12,404"
How You Like That,BLACKPINK,6/25/2020,KRA402000111,215,"1,033,109,188","1,584,676,582","7,988,463,856","8,108,765",,"3,461,123"
Milf Song,The Puddleducks,8/19/2022,QZMEP2285895,216,"1,165,982","1,704,936,540","7,758,599",,,"1,261"
Nasty,Tinashe,4/12/2024,USLD91757578,217,"31,612,906","6,277,949","1,051,026,401","154,795","3,832,811","336,779"
Superhero (Heroes & Villains),Metro Boomin,12/2/2022,USUG12208783,218,"706,356,280","172,653,099","108,461,504","27,896,080","22,121,803","2,363,066"
Panda,Desiigner,2/26/2016,USUM71601094,219,"1,181,348,550","2,277,330,940","283,835,852","375,337,428","212,661,473","10,372,624"
Push Ups,Drake,4/19/2024,USUG12402283,220,"107,762,230","14,792,036",,"5,661,793","3,092,295","432,776"
Tattoo,Loreen,2/25/2023,SEUM72201638,221,"518,846,340","348,331,280","718,955,243","334,813",,"7,777,679"
Kiss Me More (feat. SZA),Doja Cat,4/9/2021,USRC12100543,222,"1,823,871,908","307,855,103","8,035,914,098","100,039,259",,"9,556,378"
What It Is (Block Boy) (with Kodak Black),Doechii,3/17/2023,USUG12301757,223,"102,772,879","65,934,972","847,338,969","16,502,733",,"4,072,292"
Gata Only,FloyyMenor,12/21/2023,QZNN22329474,224,"4,674,619","108,313,521","391,444,977",,,
Illusion,Dua Lipa,4/11/2024,GBAHT2400114,225,"108,501,771","3,947,610","38,200","5,866,019",,"437,667"
drivers license,Olivia Rodrigo,1/8/2021,USUG12004749,226,"2,184,754,018","984,811,734","3,781,894,216","77,733,001",,"11,006,064"
Used To Be Young,Miley Cyrus,8/18/2023,USSM12306461,227,"205,468,104","61,624,959","503,074,793","55,443,800","111,534","1,999,859"
Cupid - Twin Ver.,FIFTY FIFTY,2/24/2023,KSA012239181,229,"861,388,470","15,219,067","4,388,576,830","21,156,145",,"5,114,752"
How Sweet,NewJeans,5/24/2024,USA2P2414843,228,"33,595,707","40,327,759",,"63,815","114,956","44,878"
Players,Coi Leray,11/30/2022,USUM72222387,230,"465,588,517","109,781,672","4,784,803,362","37,137,946",,"5,620,077"
rockstar (feat. 21 Savage),Post Malone,9/15/2017,USUM71710087,231,"2,960,046,642","2,391,850,868","456,931,528","608,645,169",,"19,166,675"
Lil Somethin Somethin,Vayah,3/11/2023,QZDA72340256,232,"11,648","1,175,875,850",,,,16
Con Calma,Daddy Yankee,1/24/2019,US2BU1900125,236,"1,353,028,938","3,207,187,334","319,615,777","136,354,917",,"13,340,067"
Here With Me,d4vd,7/20/2022,QZMEM2209263,234,"1,042,311,849","256,736,243","3,656,967,030","4,556,490","15,609,794","3,315,939"
Favorite Song,Toosii,2/17/2023,USUM72301797,235,"186,579,651","231,699,320","117,325,107","111,316,408","25,797,478","2,561,322"
Si No Quieres No,Luis R Conriquez,3/9/2024,US3DF2417042,233,"158,131,138","135,893,150","147,200","5,439,215",,"833,928"
Mele Kalikimaka,Bing Crosby,6/5/2024,ES31E2401197,237,"186,123,398",,,,,
MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,"1,902,241,314","274,582,854","7,655,286,423","72,087,250",,"10,553,717"
Voz Emplumada del Monte,Biomigrant,3/3/2023,QZ5FN2369288,239,"42,761","1,138,846,819",,,,449
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,10/26/2023,USUG12306691,240,"406,821,432","23,505,530","113,073,762","18,715,607",,"1,551,811"
Si No Estï¿½,iï¿½ï¿½igo quin,9/22/2022,TCAGM2208561,241,"665,716,137","358,206,246","2,653,383,273","202,795","1,432,443","5,502,998"
Glimpse of Us,Joji,6/10/2022,USWB12201789,242,"1,262,308,912","66,246,839","8,988,453,878","9,562,991","12,895,440","4,350,230"
Watermelon Sugar,Harry Styles,11/17/2019,USSM11912587,243,"2,708,151,499","872,052,223","2,738,127,473","133,633,509",,"9,612,968"
Corazï¿½ï¿½n de Pi,Xavi,3/23/2024,USA2P2414894,244,"172,164,034","117,450,205",,"9,152,713","1,136,588","418,366"
Praise Jah In The Moonlight,YG Marley,12/27/2023,CH7811111177,245,"298,853,393","112,961,806","928,812,348","2,135,934",,
WHERE SHE GOES,Bad Bunny,5/18/2023,QM6P42334528,246,"717,849,037","217,687,654","808,518,802",,"4,037,512","2,076,698"
Yandel 150,Yandel,12/20/2022,QMFMF2215173,247,"837,576,264","472,335,529","631,781,362","26,717,443",,"2,660,197"
THATS WHAT I WANT,Lil Nas X,9/17/2021,USSM12105732,248,"1,062,095,453","194,928,107","3,501,946,982","54,997,089","12,581,843","5,957,065"
Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,"1,339,352,060","873,449,363","4,445,597,088","58,740,730",,"5,640,680"
Chemical,Post Malone,4/14/2023,USUM72305205,250,"503,574,147","90,349,145","134,469,226","41,533,233","3,201,843","2,334,089"
See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,USAT21703595,251,"1,891,920,348","6,335,989,683","3,455,170,110",,,"22,021,769"
Drip Too Hard (Lil Baby & Gunna),Lil Baby,9/12/2018,USUG11801811,252,"1,486,929,795","637,733,433","523,849,646","296,071,712","221,209,258","4,911,610"
Shooting Star,Kep1er,6/3/2024,KRA492400678,253,"1,534,062","28,023,956",,669,,"8,916"
Uptown Funk,Mark Ronson,11/20/2011,GBARL1401524,254,"1,993,030,264","5,644,117,304","1,268,235,679","994,708,599",,"23,508,115"
Dog's Plan,David Jackson,3/2/2023,USZXT2350766,255,,"1,131,058,312",,,,
love nwantiti (ah ah ah),CKay,8/30/2019,QMEU31910213,256,"853,451,422","1,132,006,963","23,933,379,729","31,447,967",,"3,489,217"
Mi Gente,J Balvin,6/30/2017,FR22F1701790,257,"1,478,442,472","3,859,031,931","1,018,060,369","334,219,832",,"19,858,741"
Late Night Talking,Harry Styles,5/20/2022,USSM12200610,258,"959,639,297","151,113,156","580,526,441","68,783,337",,"4,053,289"
Miss You,Oliver Tree,8/5/2022,USAT22211992,261,"631,378,937","32,628,348","5,776,425,361",,"16,382,616","7,602,822"
girls like me don't cry,thï¿½ï¿½,10/6/2022,QZLBC2200766,260,"69,931,412","63,786,141","6,778,569,349","71,269",,"195,627"
Yummy Fruits and Vegetables,D Billions,10/20/2020,AEA0D2036458,259,"2,300,838","3,060,919,074","4,527,607",,,"16,965"
Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,"1,977,947,460","1,861,597,184","21,573,356","152,205,131",,"6,091,496"
Starboy,The Weeknd,9/22/2016,USUG11600976,265,"3,291,262,413","2,829,990,867","375,498,232","331,295,154","23,612,071","15,648,166"
Sorry,Justin Bieber,10/23/2015,USUM71516760,264,"2,089,476,497","4,467,507,940","376,376,728","420,093,148","475,010","9,657,077"
Calling My Phone,Lil Tjay,2/12/2021,USSM12100388,263,"777,064,903","482,028,631","1,411,545,704","105,932,632","69,864,802","4,012,749"
Pink Venom,BLACKPINK,8/19/2022,KRA402200017,266,"736,469,450","868,589,823","5,828,265,172","6,401,599",,"1,547,563"
I Can Do It With a Broken Heart,Taylor Swift,4/18/2024,USUG12401040,267,"250,430,303","16,747,466","411,722,900","5,771,611",,"188,022"
death bed (coffee for your head),Powfu,2/9/2019,USSM12000925,268,"1,656,385,770","1,135,382,823","5,007,036,875","214,867,165",,"10,905,647"
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,12/2/2022,USUG12208784,269,"682,837,690","191,823,612","185,584,934","2,323,771","18,237,169","3,246,804"
MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,"347,647,880","30,685,665","53,065,653","12,478,966","9,173,465","861,189"
California Gurls,Katy Perry,9/19/2023,USCA21001182,271,,"4,534,591",,"316,633,718",,
Moscow Mule,Bad Bunny,5/6/2022,QM6MZ2214875,272,"1,108,031,580","765,780,154","940,630,746","41,077,827","9,615,729","1,644,044"
Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,"2,596,644,721","2,822,804,239","631,258,708","588,568,899",,"16,040,973"
7 rings,Ariana Grande,1/18/2019,USUM71900110,274,"2,262,490,403","1,903,198,886","2,620,954,252","301,142,482",,"7,983,512"
Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,"701,558,859","209,195,939","1,114,531,877","3,448,723","8,993,848","3,204,314"
Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,USSM12003798,276,"1,118,038,333","481,447,573","4,530,095,073",,,"11,067,994"
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,"58,157,068",,,"95,804,398",,
God's Plan,Drake,1/20/2018,USCM51800004,278,"2,529,948,475","2,040,639,375","634,177,218","527,043,451",,"9,512,236"
Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,"879,708,559","74,610,328","22,086,963,233",,"6,305,169",
La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,"521,116,293","427,625,497","107,781,205","10,154,861",,"988,007"
MY EYES,Travis Scott,7/28/2023,USSM12305007,281,"403,132,906","42,319,491","139,973,656","517,355","10,105,167","1,911,147"
WORK,ATEEZ,5/31/2024,KRD442400011,282,"10,135,326","29,271,837",,"102,486",566,"25,958"
Despacito - Remix,Luis Fonsi,4/17/2017,USUM71703825,284,"1,713,294,983","2,920,155,266","607,999,568","332,562,946",,"7,805,645"
Ghost,Justin Bieber,3/19/2021,USUM72102635,283,"1,586,830,204","476,319,277","1,180,485,094","129,493,114",,"4,413,143"
Dior,Pop Smoke,7/26/2019,USUM71914275,285,"1,070,422,470","909,072,115","1,077,344,517","55,282,282","103,490,551","4,711,998"
New Baby Shark,Pinkfong,9/30/2022,QMDA62210237,286,"720,822,868",,,"86,397,101",,
Breakeven,The Script,4/25/2024,GB1102400418,287,"858,979,483",,,,,
Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,"839,405,565","662,287,768","4,817,726,878","8,328,637",,"2,351,019"
SAD!,XXXTENTACION,3/2/2018,USUG11800208,289,"2,218,531,106","1,800,863,873","435,340,082","187,658,592","79,154,715","3,798,652"
Primera Cita,Carin Leon,4/20/2023,QZQMB2104890,290,"598,006,591","415,255,950","1,108,602,382","26,478,187","1,434,610","2,336,296"
Efecto,Bad Bunny,5/6/2022,QM6MZ2214884,292,"1,293,773,697","501,908,214","6,046,489,956","43,667,676",,"1,927,360"
Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,,"5,004,189,392",,,,
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,"95,536,146","143,810,663","711,024,077",,,"229,561"
Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,"202,667,139","25,188,125","3,500,000","16,853,510","442,051","518,777"
Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,"1,398,634,184","1,084,871,745","2,877,719,483","62,939,872",,"2,211,960"
Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,"1,777,196,966","2,624,180,055","1,024,805,500","513,952,113",,"14,696,531"
Whoopty,CJ,8/20/2020,USA2P2031043,297,"775,664,145","810,607,861","4,864,435,271","60,410,875","59,294,063","6,422,051"
Super Shy,NewJeans,7/7/2023,USA2P2330068,298,"547,471,596","202,977,396","1,998,080,214","1,428,951","2,172,977","528,849"
Happier,Marshmello,8/16/2018,USUG11801651,299,"2,143,821,605","1,512,765,689","809,336,882","375,500,033",,"10,193,237"
HARLEY QUINN,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,"462,284,590","110,545,167","1,947,539,058","14,745,087","233,125","1,075,943"
Baby Don't Hurt Me,David Guetta,4/7/2023,UKWLG2300016,300,"509,231,024","40,223,001",312,"29,557,806","1,308,074","3,375,037"
Butter,BTS,5/21/2021,QM6MZ2156864,302,"1,257,974,135","1,175,755,478","8,120,632,702","23,569,614",,"4,173,408"
Cinderella,Future,3/22/2024,USSM12402037,304,"124,945,674","11,346,227",,"4,388,108","3,756,755","369,853"
Calma - Remix,Pedro Capï¿½,10/5/2018,USSD11800343,303,"1,153,753,974","2,890,512,374","124,640,416","168,274,012",,"14,113,990"
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,"1,733,302,434","2,322,229,374","153,590,873","605,593,706",,"15,828,266"
Say So,Doja Cat,11/7/2019,USRC11903454,306,"1,199,270,601","879,051,516","5,494,376,938","110,184,400",,"10,741,166"
Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,"1,355,971,796","749,040,183","532,109,309","88,012,413","162,569,561","2,972,685"
Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,"1,136,504,636","154,143,867","1,306,972,284","8,674,577","30,568,973","1,892,741"
Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,"60,240,739","3,322,959","843,600","5,006,041","521,223","156,886"
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,"1,528,107,667","3,187,869,227","595,697,842","231,249,781","35,600,592","23,696,980"
Danza Kuduro - Cover,MUSIC LAB JPN,11/15/2023,TCJPX2396779,355,"1,627,429,837",,,,,
Cool,,5/25/2024,QZNWQ2410638,311,,,,,,"8,624,577"
Rich Men North of Richmond,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,"214,598,468","145,094,088","35,469,076","93,004,856",,"736,604"
BESO,ROSALï¿½,3/24/2023,USSM12301258,313,"647,201,484","186,060,248","1,792,090,770","20,360,773","113,549","1,589,528"
MTG QUEM Nï¿½ï¿½O QUER SO,DJ TOPO,5/10/2024,BXIV82456543,315,"51,198,446","14,990,394",,,,"128,880"
Que Vuelvas,Carin Leon,12/9/2022,QZWT32210000,314,"684,853,927","547,937,715","1,162,186,778","100,368,438",,"1,654,594"
Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,CBEFB2400006,316,,,,,"553,000",
Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,"665,519,026","187,947,945","5,516,142,056","30,928,677",,"3,245,670"
Mood Swings (feat. Lil Tjay),Pop Smoke,7/3/2020,USUM72013632,317,"785,016,247","654,629,596","976,662,212","140,629,473","73,950,933","3,516,050"
Fuck Love (feat. Trippie Redd),XXXTENTACION,8/25/2017,USUYG1156898,319,"1,615,274,494","515,463,883","100,843,174","106,473,506","319,835,943","2,026,025"
Rich Flex,Drake,11/4/2022,USUG12208598,320,"812,274,757","86,053,276","1,834,709,832","61,423,121",,"2,300,268"
Standing Next to You,Jung Kook,11/3/2023,USA2P2348391,321,"675,865,902","130,563,278","628,043,802","3,073,921",,"1,220,942"
Congratulations,Post Malone,11/4/2016,USUM71614484,322,"1,984,802,459","1,790,918,527","811,673,866","389,602,011","155,990,695","5,233,589"
Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,"805,019,111","117,678,524","10,369,065,597","51,038,784",,"9,653,748"
Tusa,KAROL G,11/7/2019,USUM71921183,323,"1,497,511,486","1,816,772,749","414,336,041","104,611,041",,"7,663,807"
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7/3/2020,USUM72013355,325,"1,119,350,842","767,399,825","1,505,078,331","218,042,360",,"4,546,156"
Good Good,USHER,8/4/2023,QZS7J2331813,326,"53,825,007","83,224,436","89,022,964","58,537,921","2,154,788","1,896,814"
Austin,Dasha,11/17/2023,QZTB92360479,327,"273,023,490","28,916,868","2,850,135,008","22,107,065","337,191","1,521,087"
Search & Rescue,Drake,4/7/2023,USUG12301601,329,"337,858,357","40,938,953","192,701,225","44,542,627","14,784,764","1,383,076"
TULUM,Peso Pluma,6/28/2023,QM7282325573,328,"390,182,196","253,468,644","1,391,833,232","23,438,854","2,169,379","964,306"
Shivers,Ed Sheeran,1/1/2020,GBAHS2100671,330,"1,568,058,093","683,237,554","1,292,107,474","290,859,819",,"10,179,048"
Coup du marteau,Tam Sir,12/8/2023,DGA0Q2357844,331,"24,933,240","79,219,504","687,729,852",,,"1,245,247"
Adderall (Corvette Corvette),Popp Hunna,10/14/2020,USA2P2036916,332,"90,383,224","29,836,991","4,082,175,492","6,283,417","10,556,085","759,001"
Full Senyum Sayang,Evan Loss,4/28/2022,SGB502213458,333,"18,296,870","108,892,433","6,334,463,728",,,"24,326"
Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,"890,752,779","169,046,580","5,807,175","110,963,977","771,581","2,488,830"
Watching Yourself Being Born,Blush Response,4/4/2023,QZFZ72309552,335,,"918,283,411",,,,
Los del Espacio,LIT killah,6/1/2023,USWL12300725,336,"373,898,429","314,467,618","1,715,842,070","79,804",,"776,352"
Taste (feat. Offset),Tyga,5/16/2018,USUYG1198481,338,"1,358,105,253","1,875,005,008","1,981,780,200","476,875,275",,"7,997,160"
MAMIII,Becky G,2/10/2022,USRC12200425,337,"911,797,058","628,307,968","3,410,691,967","112,920,660","190,971","3,561,445"
Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,"1,020,452,066","385,820,349","3,320,885,451","38,544,039","8,598,138","11,693,340"
exes,Tate McRae,11/17/2023,USRC12302756,340,"323,100,055","33,501,338","730,969,180","24,536,746",,"697,530"
Banana (feat. Shaggy),Conkarah,8/16/2019,QMRSZ1901446,341,"27,747,363","136,028,794","11,797,196,743",,,"348,103"
Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,"965,865,213","89,431,811","275,016,537","18,405,146","8,435,767","3,365,903"
Need To Know,Doja Cat,6/11/2021,USRC12101120,344,"1,178,076,856","507,790,705","2,422,643,413","90,615,307",,"5,746,726"
kompa pasiï¿½,ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,4/12/2024,USUS12400227,345,"29,458,027","8,529,869","87,680,200",,"365,682","2,085,595"
Quï¿½ï¿½ Ago,Yuridia,10/20/2022,MXF012200200,343,"394,381,902","805,683,907","847,830,213","14,271,775",,"1,353,588"
Last Last,Burna Boy,5/12/2022,USAT22204901,346,"410,722,289","332,556,651","1,049,244,970","15,787,293","16,995,425","4,840,000"
Ngopi Maszeh,Happy Asmara,1/29/2023,SGB502314277,347,"8,034,198","32,806,412","1,953,589,891",,,
500lbs,Lil Tecca,7/21/2023,USUM72309854,349,"350,584,176","32,342,535","11,627,298","2,538,334","18,379,949","776,386"
Knife Talk (with 21 Savage ft. Project Pat),Drake,9/3/2021,USUG12104409,348,"732,652,170","247,680,355","711,702,658","96,181,566","43,754,739","2,095,961"
BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,"359,416,593","116,400,996","10,488,403,602","29,260,633","24,428","3,310,069"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,YOASOBI,4/12/2023,JPP302300157,351,"356,559,943","490,408,465","1,871,819,472","540,614",,"804,248"
Lï¿½ï¿½ï¿½AMOUR DE ,Billie Eilish,5/17/2024,USUM72401990,352,"84,575,291","11,080,040",,"183,562","749,185","214,747"
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,3/3/2023,USUG12300821,353,"406,319,778","84,066,193","99,492,470","181,953,005","7,289,828","1,185,776"
Madonna,Natanael Cano,3/8/2024,QZ9QQ2400185,354,"272,838,329","105,675,950","2,099,500","1,544,866",,"572,478"
deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,"1,606,975,517","638,102,695","3,758,269,019","62,922,329",,"3,545,397"
6. A.M.,Azul,10/7/2022,ES40B2200055,356,"1,186","1,231,300,374",,,,
CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,USUG12400966,357,"162,165,853","93,106,341",,"11,091,776",179,"775,583"
Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,SGB502370315,358,"148,630,357","61,652,249","2,299,851,479","42,656","5,607,466","423,570"
WILDFLOWER,Billie Eilish,5/17/2024,USUM72401993,359,"100,838,516","6,390,843",,"294,656","1,075,841","124,583"
Doja,Central Cee,7/21/2022,ZZOPM2237319,360,"676,519,766","201,326,163","3,919,404,141","1,285,099",,"2,415,167"
Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,"820,840,650","2,920,436,498","1,616,215,054","11,369,224",,"2,892,074"
Lan,Zeynep Bastï¿½,3/8/2024,TRAUR2400004,362,"81,246,715","146,249,969",,,,"444,123"
"Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,"176,290,078","6,018,651","263,955,300","572,090","479,188","485,935"
Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,"1,668,741,024","1,254,501,233","2,733,847,243","189,191,184","44,121","13,479,680"
Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,"986,132,265","383,748,675","2,145,975,300","27,759,302",,"1,428,200"
Ferrari,James Hype,3/15/2022,GB3CE2200004,366,"626,010,147","202,193,289","368,044,894","2,598,595","6,916,408","6,257,313"
Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,"1,606,023,895","1,151,842,584","8,742,744,684","212,305,894","2,388","12,373,665"
